ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
110/08/18,"47,063,629","26,855,353,529",568.00,575.00,566.00,574.00,-6.00,"86,118"
110/08/19,"42,133,375","23,766,228,074",573.00,573.00,559.00,559.00,-15.00,"119,048"
110/08/20,"47,741,449","26,565,551,162",560.00,563.00,551.00,552.00,-7.00,"72,684"
110/08/23,"34,775,337","19,688,362,857",560.00,572.00,559.00,566.00,+14.00,"30,421"
110/08/24,"27,397,309","15,697,269,609",574.00,575.00,571.00,572.00,+6.00,"21,032"
110/08/25,"28,867,651","16,769,849,402",579.00,585.00,574.00,585.00,+13.00,"29,096"
110/08/26,"45,027,320","26,834,160,811",601.00,603.00,591.00,594.00,+9.00,"42,735"
110/08/27,"29,459,532","17,596,859,741",596.00,600.00,593.00,599.00,+5.00,"31,217"
110/08/30,"40,606,821","24,425,472,555",602.00,605.00,599.00,605.00,+6.00,"43,096"
110/08/31,"58,916,407","35,867,753,009",604.00,614.00,598.00,614.00,+9.00,"46,791"
110/09/01,"31,242,788","19,126,702,297",614.00,614.00,608.00,613.00,-1.00,"30,125"
110/09/02,"26,715,492","16,341,803,689",613.00,615.00,607.00,607.00,-6.00,"26,153"
110/09/03,"53,915,006","33,278,648,609",610.00,620.00,610.00,620.00,+13.00,"62,288"
110/09/06,"59,223,061","37,250,623,087",623.00,638.00,621.00,631.00,+11.00,"77,024"
110/09/07,"27,422,775","17,191,259,166",634.00,634.00,623.00,623.00,-8.00,"29,823"
110/09/08,"38,713,621","23,960,375,113",622.00,627.00,612.00,619.00,-4.00,"38,267"
110/09/09,"19,309,522","11,886,107,760",612.00,620.00,610.00,619.00, 0.00,"19,569"
110/09/10,"16,740,439","10,365,721,937",615.00,623.00,614.00,622.00,+3.00,"17,067"
110/09/13,"15,809,768","9,734,528,161",619.00,620.00,613.00,615.00,-7.00,"21,779"
110/09/14,"16,024,935","9,849,961,184",618.00,618.00,612.00,613.00,-2.00,"13,569"
110/09/15,"26,041,452","15,872,971,715",610.00,613.00,607.00,607.00,-6.00,"24,839"
110/09/16,"23,315,040","14,030,697,248",603.00,607.00,599.00,600.00,X0.00,"31,437"
110/09/17,"42,383,815","25,510,152,115",600.00,610.00,599.00,600.00, 0.00,"18,681"
110/09/22,"42,732,169","25,056,693,727",586.00,589.00,583.00,586.00,-14.00,"70,389"
110/09/23,"22,736,266","13,406,035,166",588.00,593.00,588.00,588.00,+2.00,"22,991"
110/09/24,"17,302,848","10,289,114,839",591.00,598.00,590.00,598.00,+10.00,"15,796"
110/09/27,"20,034,221","11,993,300,562",600.00,602.00,593.00,602.00,+4.00,"16,349"
110/09/28,"17,325,896","10,291,543,822",595.00,596.00,592.00,594.00,-8.00,"16,496"
110/09/29,"51,834,124","30,040,354,500",580.00,583.00,577.00,580.00,-14.00,"95,024"
110/09/30,"36,318,623","21,054,651,328",580.00,585.00,575.00,580.00, 0.00,"32,973"
110/10/01,"39,006,124","22,368,447,571",579.00,579.00,571.00,574.00,-6.00,"78,088"
110/10/04,"22,288,138","12,741,914,919",574.00,575.00,569.00,572.00,-2.00,"42,147"
110/10/05,"36,063,650","20,406,526,124",562.00,572.00,560.00,572.00, 0.00,"56,678"
110/10/06,"33,989,379","19,345,468,774",573.00,574.00,565.00,571.00,-1.00,"53,606"
110/10/07,"28,480,400","16,458,019,782",575.00,582.00,572.00,580.00,+9.00,"23,304"
110/10/08,"22,601,904","13,051,944,932",582.00,583.00,573.00,575.00,-5.00,"24,157"
110/10/12,"27,126,088","15,455,194,493",570.00,575.00,564.00,575.00, 0.00,"32,210"
110/10/13,"19,267,437","11,006,807,040",572.00,575.00,570.00,571.00,-4.00,"18,050"
110/10/14,"14,270,641","8,213,170,376",579.00,579.00,573.00,573.00,+2.00,"14,814"
110/10/15,"55,305,252","32,878,638,999",592.00,600.00,586.00,600.00,+27.00,"61,088"
110/10/18,"19,753,943","11,802,365,489",604.00,604.00,590.00,590.00,-10.00,"21,353"
110/10/19,"18,709,936","11,196,540,994",598.00,600.00,593.00,600.00,+10.00,"20,482"
110/10/20,"17,537,878","10,527,701,553",603.00,604.00,597.00,598.00,-2.00,"16,410"
110/10/21,"16,882,324","10,116,911,921",602.00,603.00,595.00,596.00,-2.00,"17,599"
110/10/22,"14,236,279","8,520,299,817",600.00,602.00,594.00,600.00,+4.00,"12,812"
110/10/25,"17,724,968","10,518,554,968",597.00,597.00,590.00,593.00,-7.00,"16,139"
110/10/26,"27,047,187","16,169,131,795",595.00,600.00,593.00,599.00,+6.00,"13,081"
110/10/27,"16,260,278","9,708,715,733",598.00,599.00,594.00,599.00, 0.00,"12,042"
110/10/28,"16,927,154","10,066,068,774",598.00,598.00,591.00,595.00,-4.00,"15,065"
110/10/29,"27,684,673","16,352,758,906",595.00,596.00,589.00,590.00,-5.00,"19,937"
110/11/01,"17,110,357","10,107,402,871",591.00,593.00,590.00,590.00, 0.00,"13,798"
110/11/02,"16,544,999","9,808,608,554",594.00,597.00,590.00,592.00,+2.00,"11,662"
110/11/03,"11,404,984","6,773,439,607",597.00,597.00,592.00,592.00, 0.00,"8,934"
110/11/04,"18,888,245","11,112,246,412",592.00,594.00,585.00,587.00,-5.00,"22,171"
110/11/05,"35,086,799","20,974,569,571",598.00,600.00,595.00,600.00,+13.00,"31,929"
110/11/08,"20,886,897","12,544,595,323",600.00,602.00,598.00,602.00,+2.00,"17,964"
110/11/09,"42,340,785","25,935,652,781",611.00,617.00,610.00,611.00,+9.00,"42,855"
110/11/10,"18,518,512","11,303,615,778",611.00,612.00,608.00,612.00,+1.00,"19,147"
110/11/11,"20,257,792","12,225,622,771",600.00,606.00,600.00,606.00,-6.00,"16,140"
110/11/12,"21,373,014","12,801,799,429",610.00,611.00,602.00,604.00,-2.00,"13,869"
110/11/15,"17,140,935","10,434,209,332",609.00,611.00,607.00,608.00,+4.00,"13,140"
110/11/16,"21,776,308","13,285,168,416",612.00,612.00,608.00,610.00,+2.00,"14,487"
110/11/17,"21,829,653","13,330,782,804",615.00,615.00,608.00,610.00, 0.00,"14,807"
110/11/18,"22,933,191","14,019,057,524",613.00,614.00,607.00,613.00,+3.00,"15,913"
110/11/19,"38,847,820","24,047,156,185",622.00,623.00,617.00,618.00,+5.00,"32,179"
110/11/22,"23,296,854","14,354,639,781",618.00,618.00,615.00,615.00,-3.00,"14,108"
110/11/23,"20,022,520","12,266,300,247",615.00,615.00,611.00,612.00,-3.00,"15,011"
110/11/24,"22,978,524","13,904,268,592",612.00,612.00,602.00,603.00,-9.00,"23,584"
110/11/25,"14,171,433","8,551,663,451",605.00,607.00,601.00,603.00, 0.00,"14,137"
110/11/26,"27,882,175","16,609,442,268",598.00,601.00,592.00,596.00,-7.00,"47,638"
110/11/29,"24,160,615","14,360,266,132",594.00,598.00,591.00,593.00,-3.00,"23,653"
110/11/30,"69,160,408","41,208,103,150",597.00,600.00,591.00,596.00,+3.00,"24,427"
110/12/01,"30,119,408","18,021,861,252",596.00,603.00,594.00,600.00,+4.00,"15,695"
110/12/02,"48,720,976","29,780,012,954",605.00,615.00,602.00,615.00,+15.00,"40,629"
110/12/03,"27,571,974","16,798,271,782",614.00,614.00,606.00,608.00,-7.00,"16,197"
110/12/06,"24,474,913","14,740,969,839",603.00,609.00,600.00,600.00,-8.00,"19,139"
110/12/07,"21,105,883","12,704,452,330",602.00,607.00,597.00,607.00,+7.00,"22,160"
110/12/08,"22,194,708","13,490,034,097",614.00,614.00,602.00,602.00,-5.00,"15,634"
110/12/09,"12,467,833","7,554,386,680",606.00,608.00,602.00,608.00,+6.00,"9,231"
110/12/10,"11,371,659","6,874,539,365",605.00,608.00,602.00,605.00,-3.00,"9,215"
110/12/13,"17,994,933","10,887,156,003",609.00,610.00,601.00,601.00,-4.00,"12,503"
110/12/14,"22,997,961","13,757,424,386",598.00,600.00,597.00,599.00,-2.00,"21,324"
110/12/15,"22,419,040","13,420,958,112",597.00,601.00,596.00,600.00,+1.00,"19,195"
110/12/16,"22,151,282","13,370,280,179",605.00,605.00,601.00,605.00,X0.00,"15,515"
110/12/17,"30,319,495","18,339,763,894",601.00,607.00,599.00,607.00,+2.00,"11,667"
110/12/20,"22,381,761","13,446,342,438",607.00,607.00,598.00,598.00,-9.00,"18,943"
110/12/21,"17,669,559","10,560,361,874",597.00,600.00,595.00,597.00,-1.00,"17,336"
110/12/22,"10,127,887","6,067,689,422",598.00,601.00,598.00,600.00,+3.00,"8,238"
110/12/23,"16,910,501","10,238,270,336",607.00,608.00,602.00,606.00,+6.00,"12,888"
110/12/24,"12,008,673","7,276,331,245",606.00,609.00,604.00,604.00,-2.00,"10,444"
110/12/27,"16,771,900","10,193,462,167",604.00,610.00,604.00,606.00,+2.00,"16,637"
110/12/28,"35,156,339","21,569,506,434",610.00,615.00,610.00,615.00,+9.00,"36,241"
110/12/29,"25,604,320","15,788,043,027",615.00,619.00,614.00,616.00,+1.00,"28,804"
110/12/30,"20,522,055","12,654,016,133",619.00,620.00,615.00,615.00,-1.00,"15,565"
111/01/03,"73,703,302","46,249,716,919",619.00,632.00,618.00,631.00,+16.00,"88,508"
111/01/04,"90,945,643","59,188,199,534",645.00,656.00,644.00,656.00,+25.00,"106,409"
111/01/05,"72,505,550","47,582,832,784",669.00,669.00,646.00,650.00,-6.00,"64,712"
111/01/06,"57,490,736","36,817,638,522",638.00,646.00,636.00,644.00,-6.00,"53,430"
111/01/07,"39,847,766","25,358,237,656",643.00,646.00,632.00,634.00,-10.00,"44,497"
111/01/10,"39,286,754","25,052,138,297",628.00,645.00,627.00,643.00,+9.00,"33,453"
111/01/11,"36,186,544","23,361,588,355",646.00,651.00,639.00,651.00,+8.00,"26,849"
111/01/12,"40,832,298","26,762,357,054",657.00,660.00,650.00,660.00,+9.00,"39,164"
111/01/13,"39,172,028","25,813,559,647",658.00,662.00,655.00,661.00,+1.00,"34,355"
111/01/14,"98,768,193","66,094,477,906",673.00,673.00,661.00,672.00,+11.00,"83,211"
111/01/17,"63,828,552","43,615,303,577",685.00,688.00,678.00,683.00,+11.00,"61,981"
111/01/18,"48,802,321","32,742,176,854",678.00,681.00,662.00,662.00,-21.00,"65,357"
111/01/19,"44,092,247","28,859,030,269",652.00,660.00,651.00,654.00,-8.00,"50,763"
111/01/20,"48,996,473","31,893,527,292",650.00,657.00,646.00,651.00,-3.00,"39,346"
111/01/21,"53,966,101","34,642,476,570",644.00,646.00,637.00,641.00,-10.00,"66,088"
111/01/24,"48,665,203","31,412,475,591",639.00,655.00,637.00,653.00,+12.00,"36,231"
111/01/25,"53,927,064","34,582,254,327",643.00,645.00,638.00,641.00,-12.00,"56,698"
111/01/26,"33,093,553","21,089,251,429",635.00,641.00,635.00,636.00,-5.00,"35,647"
111/02/07,"64,637,049","41,221,401,027",644.00,644.00,631.00,635.00,-1.00,"43,774"
111/02/08,"43,786,259","27,805,114,442",645.00,645.00,628.00,628.00,-7.00,"40,026"
111/02/09,"33,633,394","21,289,086,984",635.00,637.00,630.00,633.00,+5.00,"29,746"
111/02/10,"37,388,892","24,028,303,016",639.00,649.00,637.00,649.00,+16.00,"28,452"
111/02/11,"28,194,682","18,225,628,338",646.00,650.00,642.00,650.00,+1.00,"21,995"
111/02/14,"39,394,670","25,104,180,949",640.00,641.00,635.00,637.00,-13.00,"33,928"
111/02/15,"24,497,955","15,556,533,655",633.00,639.00,633.00,633.00,-4.00,"31,907"
111/02/16,"27,395,771","17,635,435,307",645.00,646.00,640.00,646.00,+13.00,"23,136"
111/02/17,"20,447,347","13,171,026,165",644.00,646.00,641.00,645.00,-1.00,"16,116"
111/02/18,"21,948,975","13,997,433,486",638.00,639.00,636.00,637.00,-8.00,"23,892"
111/02/21,"25,769,408","16,320,629,980",633.00,636.00,632.00,632.00,-5.00,"41,961"
111/02/22,"38,526,210","24,153,923,316",628.00,630.00,625.00,627.00,-5.00,"68,303"
111/02/23,"34,561,338","21,606,428,438",624.00,629.00,623.00,625.00,-2.00,"50,926"
111/02/24,"80,672,979","49,358,065,299",618.00,619.00,604.00,604.00,-21.00,"188,248"
111/02/25,"94,155,943","56,880,320,916",600.00,609.00,600.00,604.00, 0.00,"129,776"
111/03/01,"70,303,880","42,445,208,215",599.00,610.00,599.00,604.00, 0.00,"67,439"
111/03/02,"42,428,151","25,528,700,277",601.00,605.00,600.00,601.00,-3.00,"58,916"
111/03/03,"37,103,932","22,373,890,387",603.00,607.00,601.00,602.00,+1.00,"65,410"
111/03/04,"65,235,167","38,833,099,256",595.00,597.00,592.00,595.00,-7.00,"206,731"
111/03/07,"97,167,600","56,147,025,127",580.00,581.00,575.00,576.00,-19.00,"297,917"
111/03/08,"88,371,413","49,908,147,901",561.00,570.00,561.00,563.00,-13.00,"269,695"
111/03/09,"57,512,412","32,761,408,119",567.00,573.00,567.00,568.00,+5.00,"112,422"
111/03/10,"49,092,145","28,798,814,637",585.00,589.00,582.00,587.00,+19.00,"71,569"
111/03/11,"42,981,381","24,820,833,930",581.00,582.00,574.00,575.00,-12.00,"112,158"
111/03/14,"38,562,552","22,131,365,409",574.00,577.00,572.00,572.00,-3.00,"87,337"
111/03/15,"84,338,792","47,191,728,965",562.00,563.00,558.00,558.00,-14.00,"277,901"
111/03/16,"50,764,807","28,345,633,852",564.00,565.00,555.00,558.00,X0.00,"110,732"
111/03/17,"65,820,899","38,121,960,334",578.00,583.00,575.00,582.00,+24.00,"65,468"
111/03/18,"49,583,448","28,771,454,221",582.00,582.00,576.00,581.00,-1.00,"39,576"
111/03/21,"22,800,165","13,363,354,969",583.00,589.00,583.00,586.00,+5.00,"32,617"
111/03/22,"23,421,124","13,613,967,252",577.00,586.00,577.00,583.00,-3.00,"27,371"
111/03/23,"27,475,008","16,177,424,772",590.00,590.00,586.00,590.00,+7.00,"30,970"
111/03/24,"20,769,676","12,232,627,003",587.00,592.00,585.00,591.00,+1.00,"21,647"
111/03/25,"26,794,684","15,984,831,591",597.00,598.00,595.00,598.00,+7.00,"29,896"
111/03/28,"27,954,730","16,298,449,416",581.00,586.00,580.00,584.00,-14.00,"54,537"
111/03/29,"15,742,359","9,243,985,774",586.00,589.00,584.00,589.00,+5.00,"21,222"
111/03/30,"43,256,548","25,908,489,513",599.00,600.00,597.00,600.00,+11.00,"48,535"
111/03/31,"25,130,417","15,014,260,610",602.00,602.00,594.00,597.00,-3.00,"18,860"
111/04/01,"31,247,086","18,328,227,645",585.00,589.00,584.00,589.00,-8.00,"53,178"
111/04/06,"40,726,932","23,547,636,944",578.00,580.00,575.00,578.00,-11.00,"62,822"
111/04/07,"47,212,937","26,881,649,976",571.00,573.00,566.00,566.00,-12.00,"130,552"
111/04/08,"31,406,384","17,821,660,486",567.00,570.00,566.00,567.00,+1.00,"75,778"
111/04/11,"41,713,758","23,401,330,531",563.00,566.00,558.00,558.00,-9.00,"130,731"
111/04/12,"34,799,056","19,418,030,839",554.00,564.00,552.00,557.00,-1.00,"69,280"
111/04/13,"36,968,137","21,134,384,849",564.00,576.00,563.00,573.00,+16.00,"41,249"
111/04/14,"20,224,847","11,618,596,373",577.00,578.00,573.00,573.00, 0.00,"27,442"
111/04/15,"33,158,930","18,667,922,752",562.00,566.00,561.00,562.00,-11.00,"99,936"
111/04/18,"16,579,296","9,311,198,146",559.00,566.00,558.00,561.00,-1.00,"31,712"
111/04/19,"18,811,242","10,639,032,272",566.00,569.00,563.00,565.00,+4.00,"24,598"
111/04/20,"28,240,222","16,016,967,192",570.00,570.00,562.00,570.00,+5.00,"28,615"
111/04/21,"21,539,083","12,221,437,009",571.00,571.00,565.00,565.00,-5.00,"28,847"
111/04/22,"35,567,672","19,849,449,551",558.00,559.00,557.00,558.00,-7.00,"81,550"
111/04/25,"49,067,362","26,907,070,565",550.00,552.00,546.00,547.00,-11.00,"165,619"
111/04/26,"39,549,934","21,628,474,846",550.00,551.00,544.00,546.00,-1.00,"90,252"
111/04/27,"65,034,122","34,416,315,121",530.00,532.00,526.00,526.00,-20.00,"217,895"
111/04/28,"50,406,145","26,653,291,522",530.00,532.00,523.00,531.00,+5.00,"79,897"
111/04/29,"39,960,198","21,586,196,160",547.00,547.00,535.00,538.00,+7.00,"41,498"
111/05/03,"29,502,561","15,790,689,728",538.00,540.00,530.00,531.00,-7.00,"48,050"
111/05/04,"17,305,449","9,229,779,558",533.00,537.00,530.00,534.00,+3.00,"27,460"
111/05/05,"22,540,182","12,209,716,759",543.00,544.00,539.00,542.00,+8.00,"26,904"
111/05/06,"34,512,038","18,241,210,653",528.00,531.00,526.00,528.00,-14.00,"66,208"
111/05/09,"27,309,304","14,249,571,058",523.00,524.00,520.00,520.00,-8.00,"82,004"
111/05/10,"44,322,247","22,673,191,861",506.00,519.00,505.00,518.00,-2.00,"83,371"
111/05/11,"28,109,896","14,662,149,551",518.00,526.00,518.00,521.00,+3.00,"40,227"
111/05/12,"35,824,788","18,310,112,210",516.00,518.00,505.00,505.00,-16.00,"107,513"
111/05/13,"30,204,773","15,412,261,905",507.00,514.00,506.00,511.00,+6.00,"37,707"
111/05/16,"22,012,610","11,472,463,517",521.00,524.00,518.00,520.00,+9.00,"30,034"
111/05/17,"25,812,051","13,627,135,311",521.00,533.00,520.00,530.00,+10.00,"30,826"
111/05/18,"33,605,299","18,075,946,322",541.00,541.00,534.00,538.00,+8.00,"34,913"
111/05/19,"40,798,132","21,322,524,192",523.00,527.00,520.00,522.00,-16.00,"47,232"
111/05/20,"26,111,163","13,784,969,436",524.00,532.00,523.00,530.00,+8.00,"21,767"
111/05/23,"18,919,447","10,040,778,291",533.00,534.00,528.00,528.00,-2.00,"18,775"
111/05/24,"19,130,619","10,036,942,322",530.00,531.00,520.00,520.00,-8.00,"31,716"
111/05/25,"22,460,245","11,782,306,905",522.00,529.00,520.00,524.00,+4.00,"18,352"
111/05/26,"31,542,825","16,336,162,581",523.00,525.00,513.00,514.00,-10.00,"72,846"
111/05/27,"30,113,220","15,855,257,581",524.00,530.00,522.00,530.00,+16.00,"28,711"
111/05/30,"36,480,411","19,757,635,264",538.00,547.00,537.00,547.00,+17.00,"42,797"
111/05/31,"81,962,870","45,507,333,341",542.00,560.00,540.00,560.00,+13.00,"34,286"
111/06/01,"32,970,903","18,171,598,472",550.00,555.00,548.00,549.00,-11.00,"33,456"
111/06/02,"26,063,495","14,122,936,388",544.00,545.00,540.00,540.00,-9.00,"30,042"
111/06/06,"23,732,327","12,843,324,209",541.00,544.00,538.00,540.00, 0.00,"16,614"
111/06/07,"22,152,512","11,846,386,906",535.00,538.00,532.00,535.00,-5.00,"28,586"
111/06/08,"19,609,522","10,636,701,303",539.00,545.00,538.00,544.00,+9.00,"18,487"
111/06/09,"16,894,479","9,115,934,006",538.00,542.00,537.00,541.00,-3.00,"18,802"
111/06/10,"22,614,596","12,011,615,014",530.00,533.00,529.00,530.00,-11.00,"44,802"
111/06/13,"36,758,925","18,998,155,460",518.00,519.00,515.00,516.00,-14.00,"112,023"
111/06/14,"38,838,778","19,813,036,892",507.00,514.00,507.00,513.00,-3.00,"85,483"
111/06/15,"38,360,508","19,580,150,319",508.00,515.00,508.00,509.00,-4.00,"72,687"
111/06/16,"31,908,028","16,331,470,764",515.00,516.00,507.00,508.00,X0.00,"42,177"
111/06/17,"48,400,798","24,260,277,915",499.50,503.00,499.00,501.00,-7.00,"119,618"
111/06/20,"36,664,463","18,267,359,790",500.00,502.00,495.00,498.00,-3.00,"89,541"
111/06/21,"34,432,537","17,298,234,720",501.00,505.00,499.00,505.00,+7.00,"32,427"
111/06/22,"33,438,921","16,630,857,096",501.00,503.00,494.50,494.50,-10.50,"81,024"
111/06/23,"46,808,462","22,836,692,325",492.00,493.50,485.00,485.50,-9.00,"104,661"
111/06/24,"29,003,676","14,184,287,155",489.50,492.50,485.50,486.50,+1.00,"43,609"
111/06/27,"38,684,368","19,379,396,938",496.00,506.00,495.50,498.50,+12.00,"37,438"
111/06/28,"16,867,955","8,392,290,378",496.00,500.00,496.00,497.50,-1.00,"18,988"
111/06/29,"33,124,986","16,352,376,816",496.00,498.50,491.00,491.00,-6.50,"40,024"
111/06/30,"49,820,824","23,900,613,642",484.50,486.50,476.00,476.00,-15.00,"111,117"
111/07/01,"72,597,018","33,459,624,760",471.50,474.00,452.50,453.50,-22.50,"172,267"
111/07/04,"61,206,245","27,225,872,277",443.00,451.50,440.00,440.00,-13.50,"96,760"
111/07/05,"55,469,884","24,538,415,224",449.50,451.50,433.00,446.00,+6.00,"70,715"
111/07/06,"42,156,925","18,556,660,847",442.00,447.50,435.00,435.50,-10.50,"59,018"
111/07/07,"50,984,110","22,992,311,966",442.00,459.00,438.50,457.50,+22.00,"56,227"
111/07/08,"39,134,398","18,251,251,558",470.00,470.50,461.50,467.00,+9.50,"46,039"
111/07/11,"22,930,675","10,673,806,551",468.00,470.50,461.00,462.00,-5.00,"25,631"
111/07/12,"24,155,935","10,932,798,847",458.00,458.00,449.50,449.50,-12.50,"34,431"
111/07/13,"48,134,139","22,639,696,871",470.50,473.00,466.00,470.50,+21.00,"48,964"
111/07/14,"34,014,188","16,045,789,881",466.00,477.50,463.00,475.00,+4.50,"36,454"
111/07/15,"56,039,339","27,285,128,552",481.00,494.00,477.00,492.50,+17.50,"63,691"
111/07/18,"40,797,601","20,142,703,483",495.50,498.50,488.50,495.50,+3.00,"42,574"
111/07/19,"20,554,247","10,063,256,350",487.50,493.00,486.50,491.00,-4.50,"25,035"
111/07/20,"36,862,724","18,330,197,370",502.00,503.00,491.50,495.00,+4.00,"40,233"
111/07/21,"23,893,063","11,887,266,420",496.00,501.00,494.00,501.00,+6.00,"23,039"
111/07/22,"26,904,474","13,525,083,791",505.00,505.00,500.00,503.00,+2.00,"26,122"
111/07/25,"16,803,972","8,402,110,298",500.00,503.00,498.00,499.50,-3.50,"17,230"
111/07/26,"19,524,143","9,665,183,112",499.50,499.50,491.00,495.00,-4.50,"29,293"
111/07/27,"18,411,136","9,144,660,659",494.00,502.00,491.00,502.00,+7.00,"20,351"
111/07/28,"35,020,547","17,665,645,632",509.00,509.00,499.00,501.00,-1.00,"31,274"
111/07/29,"30,632,627","15,571,856,556",508.00,510.00,504.00,509.00,+8.00,"24,762"
111/08/01,"24,991,291","12,569,771,761",506.00,508.00,500.00,504.00,-5.00,"26,792"
111/08/02,"42,669,591","20,973,293,337",494.00,496.00,488.50,492.00,-12.00,"63,879"
111/08/03,"29,838,832","14,823,224,632",494.00,501.00,493.00,501.00,+9.00,"25,570"
111/08/04,"26,589,086","13,279,624,282",499.00,503.00,495.00,500.00,-1.00,"27,173"
111/08/05,"35,052,642","17,966,410,242",509.00,516.00,507.00,516.00,+16.00,"49,928"
111/08/08,"20,568,971","10,531,710,250",510.00,515.00,509.00,512.00,-4.00,"18,131"
111/08/09,"24,370,709","12,372,442,661",507.00,511.00,504.00,510.00,-2.00,"25,433"
111/08/10,"22,112,239","11,075,581,424",500.00,503.00,499.50,500.00,-10.00,"35,188"
111/08/11,"24,906,177","12,771,121,611",513.00,514.00,510.00,514.00,+14.00,"23,949"
111/08/12,"21,343,450","11,016,097,043",515.00,518.00,514.00,517.00,+3.00,"21,701"
111/08/15,"22,519,886","11,755,494,600",520.00,524.00,519.00,523.00,+6.00,"27,372"
111/08/16,"21,234,122","11,141,160,337",526.00,526.00,523.00,525.00,+2.00,"20,628"
111/08/17,"28,461,939","14,943,047,011",524.00,527.00,521.00,527.00,+2.00,"26,466"
111/08/18,"18,721,898","9,734,756,997",520.00,521.00,519.00,520.00,-7.00,"24,209"
111/08/19,"14,235,983","7,403,584,002",519.00,523.00,517.00,519.00,-1.00,"14,069"
111/08/22,"23,175,820","11,849,427,903",511.00,514.00,510.00,510.00,-9.00,"32,130"
111/08/23,"20,997,847","10,580,935,860",503.00,506.00,502.00,504.00,-6.00,"34,243"
111/08/24,"14,995,494","7,560,487,746",504.00,508.00,503.00,503.00,-1.00,"20,031"
111/08/25,"10,254,367","5,208,471,523",505.00,510.00,504.00,508.00,+5.00,"11,664"
